avg_dwell,std_dwell,avg_flight,std_flight,typing_speed,backspace_rate
0.09165271282196046,0.019154298330924246,0.10898041725158691,0.13194316759113006,5.774764543951544,0.02
0.09501972675323486,0.0456931042714583,0.114525399424813,0.13071178751180906,5.279709803670207,0.02
0.09333476066589355,0.046915715460801304,0.13751183237348283,0.14311243497102918,4.899909602402441,0.04
0.09405265808105469,0.04688252426681296,0.13669979849527047,0.14212541822189306,4.888427457684484,0.04
0.09155018329620361,0.04693506323183477,0.12207790308220443,0.13570352193313448,5.21271143258392,0.04
0.09054710388183594,0.04812914762847708,0.10283457401186921,0.09691868234064206,5.77992490114895,0.02
0.08493144035339356,0.022881589515678726,0.10802851653680569,0.10724524490075028,5.9267674765853835,0.02
0.08726317882537842,0.022034306442602108,0.10200233792149743,0.1010954697598696,6.0487925370982305,0.06
0.09210063934326172,0.06155986619883309,0.09456251942834189,0.10085832775658587,5.869878398481835,0.06
0.09354835510253906,0.06198152360364591,0.10136444228036064,0.1025921578845364,5.719820356655272,0.06
0.09037791728973389,0.06217989023592938,0.11791297284568228,0.12447331909421476,5.540744612591052,0.08
0.09593709468841553,0.07812598845518304,0.11465244514997615,0.11721879545454174,5.219591877410355,0.08
0.09395620822906495,0.07810215631322769,0.08814620417217876,0.10406587335479958,6.008813031984596,0.02
0.08954139709472657,0.05390247355816675,0.08837392330169677,0.10623696618341545,6.402431978480107,0.02
0.09016161918640136,0.05401881780356343,0.09914778500068479,0.14333263681362,6.498251749931064,0.02
0.09128411769866944,0.05381235823738152,0.09370930250300917,0.12814196243674325,5.977459400187611,0.0
0.085346999168396,0.024692733637596408,0.08279114816246963,0.1247930492497541,6.756815882991901,0.0
0.08719533920288086,0.02563309183736421,0.09393810062873655,0.12675108599800347,6.284946617938335,0.02
0.0849052619934082,0.02395713781409667,0.09720949899582636,0.12707280749757083,6.095659219853446,0.02
0.08454715251922608,0.02242051878632797,0.09374019077845983,0.10567692202404692,6.259954905323626,0.04
0.08553321361541748,0.021802691467566266,0.1009660278047834,0.11054927793148034,6.075464723431401,0.04
0.0841303014755249,0.021799981711097385,0.10296523003351121,0.10957045903966503,5.982100411106241,0.04
0.08307041645050049,0.022802564994090096,0.10832912013644264,0.11313649121465463,6.144771996989661,0.02
0.08073369026184082,0.022177136857553344,0.11000270313686794,0.11662911371906752,5.694721096470165,0.04
0.07896934509277344,0.024318889159110766,0.09793417188856336,0.10050196194725437,6.218190604476103,0.04
0.07781561374664307,0.024624241500601402,0.08649982346428765,0.08660160609447178,6.711786960727243,0.14
0.08243032455444337,0.04526202224237788,0.11043656667073568,0.1217665838720197,5.66538194914293,0.16
0.08071745872497559,0.045672085824323146,0.12583142802828834,0.13801097288641628,5.473989653578211,0.16
0.08216754913330078,0.04589222771750571,0.12560281520936548,0.1321023629012367,5.636272214528117,0.14
0.08183770179748535,0.04496740284730612,0.1211108820778983,0.13083785988004779,5.60909575867284,0.12
0.08144746780395508,0.04429206108196057,0.11581886949993316,0.13747903693230487,5.9378612326423585,0.02
0.07647196292877197,0.02328946423632527,0.10331292044032704,0.1190809736115341,6.066647284887564,0.06
0.07896248817443847,0.020527573711665168,0.10270495617643316,0.18386511758081642,5.749862007830212,0.06
0.08185818672180176,0.021788779050349476,0.10602072529170824,0.18999777673534524,5.9113962557218285,0.06
0.09057322978973388,0.05725282658692228,0.1340736707051595,0.21512399603679658,5.016829441453729,0.1
0.09066983699798584,0.05740401656111012,0.1521624830034044,0.22060247729654195,4.609023369725056,0.1
0.09021058082580566,0.05771769878194476,0.15907102823257446,0.22030952891028754,4.538248309019109,0.08
0.08708622455596923,0.05815225756351861,0.13870829885656183,0.15342574176285093,5.101295829826294,0.12
0.08375147342681885,0.058021459079427386,0.14396794637044272,0.16179126137539276,5.150551598339535,0.14
0.07645183563232422,0.021540703663386188,0.11729233763938726,0.13109443753424854,5.774692669973414,0.1
0.07902352809906006,0.02130764170006721,0.09576114741238681,0.10766071043392338,6.29652470238542,0.1
0.08000763893127441,0.01913668815333618,0.09242067011919888,0.10627967922831041,4.063788759378979,0.06
0.08249339580535889,0.019709717653339644,0.08487892150878906,0.10678049854248893,4.226030842025892,0.02
0.08256540775299072,0.023108553118093338,0.09353633456759983,0.10139032060478867,3.9963855626943237,0.0
0.07948867797851562,0.023154506840596435,0.11516630914476182,0.11281977340270559,3.6877002744737317,0.08
0.07944805145263673,0.026790695519661466,0.15161942326745323,0.1715418250102178,3.380340462170107,0.12
0.08336158752441407,0.029117594255079794,0.14499139785766602,0.1779580263959714,4.867344534717561,0.12
0.0868212080001831,0.036697282128479114,0.19104441536797417,0.19894985322276149,4.050935792028711,0.18
0.08739267826080323,0.034224251417186026,0.1764735742048784,0.19968766245603192,4.185493452572466,0.18
0.11744212627410888,0.13863090954028554,0.17201749483744302,0.20048831756657012,2.0015819654978815,0.1
0.11966830253601074,0.1380559399434059,0.14564405736469088,0.15567365446264517,2.095355693471101,0.06
0.11656748294830323,0.13888555909910727,0.14288519068462094,0.15013321124516008,2.1237139272016896,0.06
0.11197762489318848,0.13819900018928183,0.0872260672705514,0.08403213575968316,2.3781012368348553,0.0
0.11143215656280518,0.13863930911344546,0.08423527275643698,0.08412911530316633,2.397015745388948,0.0
0.08305945873260498,0.03569617337681377,0.08482973142103716,0.09408886515855532,6.63206835297895,0.02
0.07976267337799073,0.03400545548685197,0.08497775987137196,0.09437439949800994,6.844479915812145,0.02
0.0770854377746582,0.03213100574028419,0.089850946914318,0.08396684476433249,6.600331169723035,0.1
0.07434972763061523,0.030984741278392142,0.1087109020778111,0.08966043030597544,4.102439628329868,0.3
0.07858464717864991,0.0308562470132157,0.11483594504269687,0.09334304778279484,3.7892999119020003,0.32
0.07709047794342042,0.022516235766206837,0.10915505318414598,0.07903942065566118,4.030101232956329,0.3
0.07854509830474854,0.02361172811413963,0.11213672992795012,0.08757854480818997,3.8791424509127976,0.32
0.08566411495208741,0.02980000567772241,0.12347882986068726,0.16996180536298883,4.283496681296631,0.24
0.08830505847930908,0.02922139123443831,0.1208670457204183,0.17263458359646247,5.134225163009015,0.04
0.0849346923828125,0.029286353864263984,0.11149237914518877,0.17321608508293812,5.566159924488318,0.02
0.08574649333953857,0.02884114409168782,0.1051351091136103,0.16710823836725494,5.541286302240805,0.1
0.08931800842285156,0.0521669328244877,0.1095958466225482,0.1735334759041333,5.426678479769673,0.18
0.09531338214874267,0.0833744333897103,0.10555019908481174,0.11514755947399463,5.374306929306437,0.24
0.09771871566772461,0.08498492880646724,0.10473373390379406,0.10959238202217182,5.691500117770504,0.24
0.09764406204223633,0.08469356570236906,0.12490852867684714,0.11962598646068046,5.44113651473271,0.24
0.1092724609375,0.10047703608285552,0.1332557201385498,0.1291797712167751,3.886432982524013,0.2
0.10646643638610839,0.09093530364907584,0.13079687356948852,0.12228955414500685,3.981182766764002,0.16
0.09504575729370117,0.06343045742661593,0.11207139492034912,0.10967703654031888,4.286515346677104,0.1
0.09343847751617432,0.062482054530660115,0.10640186487242233,0.10619034027078567,4.3234335461592135,0.1
