key_id,press_time,release_time
s,1789058620.6656144,1789058620.7538757
h,1789058620.7958424,1789058620.8660603
o,1789058620.9218802,1789058621.0348492
w,1789058620.9952796,1789058621.0775325
e,1789058621.1894302,1789058621.2969284
d,1789058621.3074121,1789058621.3852894
Key.space,1789058621.4313748,1789058621.515157
t,1789058621.5593433,1789058621.6395733
h,1789058621.6747677,1789058621.7418373
Key.backspace,1789058622.0885193,1789058622.1445627
Key.backspace,1789058622.21396,1789058622.3084486
y,1789058622.3586397,1789058622.4185398
u,1789058622.3586397,1789058622.4191954
o,1789058622.4702451,1789058622.5724332
Key.backspace,1789058622.723218,1789058622.7716322
Key.backspace,1789058622.89116,1789058622.9934876
o,1789058623.1329784,1789058623.221511
u,1789058623.5297174,1789058623.6099586
Key.space,1789058623.813768,1789058623.8880312
t,1789058624.4414766,1789058624.5315263
h,1789058624.5448077,1789058624.6289327
e,1789058624.6431632,1789058624.716485
Key.space,1789058624.8123498,1789058624.901261
s,1789058625.3341038,1789058625.442706
p,1789058625.553963,1789058625.6200569
i,1789058625.721896,1789058625.8145704
r,1789058625.8437989,1789058625.9084344
i,1789058626.105178,1789058626.1715178
t,1789058626.2033937,1789058626.2635205
Key.space,1789058626.4168005,1789058626.4992926
o,1789058626.6332266,1789058626.7313256
f,1789058626.74488,1789058626.8200474
Key.space,1789058626.8524427,1789058626.933341
g,1789058627.0545805,1789058627.1284614
o,1789058627.1381059,1789058627.2328932
d,1789058627.314624,1789058627.3947477
Key.space,1789058627.4120784,1789058627.5192697
l,1789058627.8655553,1789058627.9347594
i,1789058628.0713837,1789058628.1467214
v,1789058628.1655388,1789058628.2717938
e,1789058628.2351334,1789058628.328852
s,1789058628.4167757,1789058628.4970958
Key.space,1789058628.556441,1789058628.6225374
i,1789058628.6880884,1789058628.8164015
n,1789058628.809856,1789058628.8738441
Key.space,1789058628.9517128,1789058629.013681
u,1789058629.096273,1789058629.1919792
s,1789058629.2015836,1789058629.2856987
.,1789058631.317724,1789058631.3875365
Key.space,1789058631.5168982,1789058631.578595
Key.shift,1789058631.4773066,1789058631.6392415
y,1789058631.7149196,1789058631.8161535
o,1789058631.8161535,1789058631.9117541
u,1789058632.0399504,1789058632.0962918
Key.space,1789058632.4974349,1789058632.5511222
h,1789058632.664753,1789058632.7388668
e,1789058632.7402956,1789058632.9232686
a,1789058632.8516474,1789058632.96961
r,1789058632.9243326,1789058633.0332782
Key.space,1789058633.1493344,1789058633.2420976
i,1789058633.348479,1789058633.44006
t,1789058633.441067,1789058633.5661018
Key.space,1789058633.5914893,1789058633.691785
a,1789058633.7382965,1789058633.8138564
Key.space,1789058633.8395987,1789058633.9163034
l,1789058634.0953481,1789058634.168945
o,1789058634.2674372,1789058634.357675
t,1789058634.3892972,1789058634.4628055
Key.space,1789058634.5190837,1789058634.614881
l,1789058635.7013388,1789058635.801376
y,1789058636.0427587,1789058636.1191766
r,1789058636.1827574,1789058636.2488623
i,1789058636.3190918,1789058636.3831084
c,1789058636.4611506,1789058636.5487952
s,1789058636.5340083,1789058636.6420426
Key.space,1789058636.649593,1789058636.7237222
t,1789058636.73995,1789058636.8200436
h,1789058636.8659003,1789058636.9445305
a,1789058636.9385748,1789058637.0602689
t,1789058637.0238774,1789058637.0976965
Key.space,1789058637.1526153,1789058637.2140312
s,1789058637.249325,1789058637.3370223
h,1789058637.3792017,1789058637.439002
o,1789058637.469235,1789058637.616537
c,1789058637.6313806,1789058637.6954367
k,1789058637.7664819,1789058637.8729434
Key.space,1789058638.228539,1789058638.2944753
i,1789058638.3626022,1789058638.4604142
s,1789058638.4956403,1789058638.6117227
Key.space,1789058638.6332536,1789058638.6996763
i,1789058638.7761898,1789058638.8703244
t,1789058638.87133,1789058638.943716
Key.space,1789058638.9417057,1789058639.0373101
a,1789058639.1208425,1789058639.1733832
Key.space,1789058639.3396864,1789058639.433532
m,1789058639.5588214,1789058639.6427693
i,1789058639.7256486,1789058639.8194683
r,1789058639.958333,1789058640.0517771
c,1789058640.1621733,1789058640.2283785
a,1789058640.2341366,1789058640.3138902
l,1789058640.3397539,1789058640.4346704
e,1789058640.6605196,1789058640.7595859
Key.backspace,1789058640.926679,1789058640.991034
Key.backspace,1789058641.106173,1789058641.146442
Key.backspace,1789058641.2210674,1789058641.2802868
Key.backspace,1789058641.3605669,1789058641.45477
a,1789058641.4888203,1789058641.588543
l,1789058641.6439455,1789058641.748199
c,1789058641.766478,1789058641.8323832
e,1789058641.8804765,1789058641.9720495
Key.space,1789058642.0438035,1789058642.145656
o,1789058642.3570457,1789058642.4907637
Key.backspace,1789058642.735378,1789058642.8129315
Key.backspace,1789058642.91299,1789058642.9950464
Key.backspace,1789058643.2006633,1789058643.309996
Key.backspace,1789058643.3979712,1789058643.4881089
Key.backspace,1789058643.5935438,1789058643.7378504
c,1789058643.8696735,1789058643.947112
l,1789058643.9669673,1789058644.0897143
e,1789058644.158758,1789058644.2490878
Key.space,1789058644.3534627,1789058644.451572
o,1789058645.0003765,1789058645.118045
r,1789058645.2106545,1789058645.300253
Key.space,1789058645.6000957,1789058645.6532645
Key.shift,1789058645.9746833,1789058647.05071
a,1789058647.225586,1789058647.3135953
m,1789058647.3135953,1789058647.4019763
Key.space,1789058647.512598,1789058647.5768385
Key.shift,1789058647.527432,1789058647.6888661
Key.space,1789058647.8081355,1789058647.8684382
j,1789058647.994436,1789058648.0517106
u,1789058648.1184115,1789058648.1925483
s,1789058648.1925483,1789058648.3180742
t,1789058648.2836902,1789058648.3785796
Key.space,1789058648.4230194,1789058648.484885
p,1789058649.6160367,1789058649.7481205
r,1789058649.7491257,1789058649.8282008
o,1789058649.829208,1789058649.9450753
d,1789058649.9674287,1789058650.028962
u,1789058650.0948339,1789058650.1933064
c,1789058650.1708233,1789058650.2290404
t,1789058650.3612874,1789058650.4432333
Key.space,1789058650.4570382,1789058650.5245974
o,1789058650.613607,1789058650.7086904
f,1789058650.734766,1789058650.8080156
Key.space,1789058650.8159091,1789058650.875688
p,1789058650.9759648,1789058651.060129
o,1789058651.146352,1789058651.2165725
p,1789058651.2726939,1789058651.3493893
Key.space,1789058651.4705472,1789058651.530697
f,1789058651.5981698,1789058651.6503332
i,1789058651.65609,1789058651.7427754
x,1789058651.8136415,1789058651.8833284
x,1789058651.9536107,1789058652.0409892
i,1789058652.0333412,1789058652.1114583
n,1789058652.1293354,1789058652.2170498
g,1789058652.212961,1789058652.2716053
Key.backspace,1789058652.4602525,1789058652.527678
Key.backspace,1789058652.6041498,1789058652.6683507
Key.backspace,1789058652.7482378,1789058652.8104503
Key.backspace,1789058652.880392,1789058652.9215925
Key.backspace,1789058652.9921508,1789058653.0525584
z,1789058653.1562095,1789058653.242913
z,1789058653.3532026,1789058653.4289203
i,1789058653.4487898,1789058653.529026
n,1789058653.53466,1789058653.6336284
g,1789058653.6575942,1789058653.7431695
Key.space,1789058655.1715386,1789058655.2369974
u,1789058655.453513,1789058655.5610507
p,1789058655.7290564,1789058655.8119514
?,1789058655.9604838,1789058656.0684533
Key.shift,1789058655.822203,1789058656.08556
Key.space,1789058657.0771933,1789058657.1657226
Key.shift,1789058657.1647162,1789058657.4044862
a,1789058657.4525669,1789058657.5504632
Key.space,1789058657.6098258,1789058657.6759243
s,1789058658.513306,1789058658.5935977
h,1789058658.6287723,1789058658.7036417
i,1789058658.7228253,1789058658.862129
z,1789058658.862129,1789058658.9106252
z,1789058658.984014,1789058659.0682454
l,1789058659.1405394,1789058659.2182307
e,1789058659.2383132,1789058659.3262818
Key.space,1789058659.3797817,1789058659.4561007
m,1789058659.6807482,1789058659.773148
u,1789058659.8415678,1789058659.9217618
h,1789058659.8427196,1789058659.9228215
y,1789058659.8415678,1789058659.9294462
Key.backspace,1789058660.3781612,1789058660.4477124
Key.backspace,1789058660.5034683,1789058660.6045907
Key.space,1789058660.8000453,1789058660.8762686
w,1789058660.8680418,1789058660.958907
h,1789058661.019615,1789058661.1015966
i,1789058661.1416152,1789058661.2246435
o,1789058661.1421196,1789058661.2261472
z,1789058661.2868068,1789058661.3669715
z,1789058661.4555626,1789058661.5035346
Key.backspace,1789058661.7541509,1789058661.8139355
Key.backspace,1789058661.8924944,1789058661.9541962
Key.backspace,1789058662.0395653,1789058662.0796921
z,1789058662.1900783,1789058662.2699046
z,1789058662.35845,1789058662.418289
;,1789058662.4416554,1789058662.5613708
e,1789058662.6272087,1789058662.7117238
Key.space,1789058662.79351,1789058662.860799
Key.backspace,1789058663.0333333,1789058663.0913165
Key.backspace,1789058663.1690552,1789058663.2335842
Key.backspace,1789058663.3103168,1789058663.4215944
l,1789058663.686076,1789058663.7846339
e,1789058663.8083875,1789058663.9003372
Key.space,1789058664.0872068,1789058664.157097
t,1789058664.411126,1789058664.5056317
h,1789058664.5036056,1789058664.597688
i,1789058664.62878,1789058664.7239919
s,1789058664.7335474,1789058664.8265584
Key.space,1789058664.8618212,1789058664.9501913
i,1789058665.0042517,1789058665.091517
s,1789058665.0956628,1789058665.2237983
Key.space,1789058665.1657286,1789058665.2496653
t,1789058665.3020759,1789058665.3864393
h,1789058665.3874397,1789058665.4496784
e,1789058665.484926,1789058665.5787501
Key.space,1789058665.5827801,1789058665.637123
p,1789058665.7672346,1789058665.8733768
l,1789058665.8808656,1789058665.9616141
p,1789058666.033876,1789058666.0835207
o,1789058666.0328674,1789058666.1017995
t,1789058666.1391897,1789058666.2068868
Key.space,1789058666.2684512,1789058666.3438559
Key.backspace,1789058666.6444252,1789058666.714006
Key.backspace,1789058666.776,1789058666.8416798
Key.backspace,1789058666.902194,1789058666.961838
Key.backspace,1789058667.0232327,1789058667.0951898
t,1789058667.1217024,1789058667.1949413
h,1789058667.3311315,1789058667.3836389
Key.backspace,1789058667.620577,1789058667.6967547
Key.backspace,1789058667.7570965,1789058667.8664243
o,1789058667.9332626,1789058668.0132618
t,1789058668.0147653,1789058668.1025007
Key.space,1789058669.029366,1789058669.13694
l,1789058671.2838402,1789058671.3579338
i,1789058671.7371573,1789058671.8351922
s,1789058671.9671586,1789058672.097007
t,1789058672.0647624,1789058672.1815019
e,1789058672.2164407,1789058672.3120894
n,1789058672.362305,1789058672.3867526
m,1789058672.362305,1789058672.3878026
Key.backspace,1789058673.075389,1789058673.204549
Key.space,1789058673.5291114,1789058673.6128082
i,1789058674.4315233,1789058674.5474734
Key.backspace,1789058675.4356494,1789058675.5604725
u,1789058675.7242038,1789058675.8317304
p,1789058675.9623353,1789058676.0693855
.,1789058676.48498,1789058676.5907776
Key.backspace,1789058678.154851,1789058678.2428858
.,1789058679.1714494,1789058679.2550445
Key.space,1789058679.437568,1789058679.4838574
Key.shift,1789058679.497219,1789058679.6675944
o,1789058679.88145,1789058679.9584005
u,1789058679.9568975,1789058680.0377696
Key.space,1789058680.2459378,1789058680.348605
b,1789058681.9182053,1789058682.0027747
i,1789058682.14858,1789058682.2217808
z,1789058682.2965379,1789058682.3759828
z,1789058682.4534495,1789058682.5664525
l,1789058684.1984878,1789058684.2465189
e,1789058684.3548281,1789058684.4755595
e,1789058684.5629354,1789058684.633301
s,1789058684.8209386,1789058684.9235463
Key.backspace,1789058685.3878655,1789058685.4724789
Key.backspace,1789058685.5600116,1789058685.6398108
e,1789058685.862403,1789058685.9377663
s,1789058686.0519795,1789058686.123612
Key.backspace,1789058686.5691836,1789058686.629306
Key.backspace,1789058686.7313797,1789058686.8152187
e,1789058686.8890073,1789058686.923793
Key.backspace,1789058687.210144,1789058687.2937727
s,1789058687.305977,1789058687.3906348
Key.space,1789058687.6884024,1789058687.7864752
g,1789058688.0728228,1789058688.169055
Key.backspace,1789058688.5633216,1789058688.6471133
f,1789058688.6748,1789058688.7599483
o,1789058688.7640269,1789058688.8802543
r,1789058688.8812656,1789058688.9321356
g,1789058689.0542006,1789058689.1182137
o,1789058689.1320276,1789058689.2186089
t,1789058689.257797,1789058689.3604407
Key.space,1789058689.4679837,1789058689.5611026
s,1789058689.9130642,1789058690.0013008
l,1789058689.9140708,1789058690.0191653
i,1789058690.2032704,1789058690.2957954
z,1789058690.4181478,1789058690.4700131
z,1789058690.5661423,1789058690.6183708
l,1789058690.8046904,1789058690.8977685
e,1789058690.9078364,1789058691.0020418
Key.space,1789058691.0790265,1789058691.1831658
d,1789058691.5253515,1789058691.6036327
o,1789058691.651657,1789058691.7528841
e,1789058691.9939723,1789058692.061836
s,1789058692.1783214,1789058692.2349367
Key.space,1789058692.2443821,1789058692.3036802
n,1789058692.4158642,1789058692.5062573
o,1789058692.5438416,1789058692.624562
t,1789058692.6520412,1789058692.717083
Key.space,1789058692.8274293,1789058692.9031165
g,1789058692.9551666,1789058693.0191343
i,1789058693.0732253,1789058693.169714
v,1789058693.2156298,1789058693.3333783
e,1789058693.280742,1789058693.4023185
Key.space,1789058693.433268,1789058693.5465908
a,1789058693.5724947,1789058693.6644855
Key.space,1789058693.8280282,1789058693.9402483
F,1789058657.378326,1789058694.3379018
U,1789058694.3624017,1789058694.507464
C,1789058429.8854148,1789058694.607907
Key.shift,1789058694.084307,1789058694.6769238
.,1789058695.8735633,1789058695.9525206
Key.esc,1789058696.6331246,1789058696.7025797
m,1789494060.2380462,1789494060.3324237
o,1789494060.3664153,1789494060.46449
n,1789494060.500995,1789494060.5819337
k,1789494060.729998,1789494060.8375368
e,1789494060.8390393,1789494060.9308753
y,1789494061.0153487,1789494061.0810964
t,1789494061.1777916,1789494061.285795
Key.right,1789494062.383315,1789494062.5027647
Key.down,1789494062.7306983,1789494062.8286746
Key.down,1789494063.2664018,1789494063.2870266
Key.down,1789494063.37592,1789494063.4420733
Key.down,1789494063.5178263,1789494063.5823395
Key.down,1789494063.6663194,1789494063.7360697
Key.down,1789494063.8171139,1789494063.8826516
Key.down,1789494063.9572046,1789494064.0308824
Key.enter,1789494064.2996438,1789494064.3488853
l,1789494066.7744215,1789494066.8641481
i,1789494066.981288,1789494067.0424936
f,1789494067.0718515,1789494067.1807244
e,1789494067.1170099,1789494067.2368515
Key.space,1789494067.2312949,1789494067.2861242
p,1789494067.3973904,1789494067.5266776
l,1789494067.5309486,1789494067.620364
a,1789494067.6027768,1789494067.7607906
c,1789494067.7587428,1789494067.9005632
e,1789494067.8645709,1789494067.9724085
Key.space,1789494068.0176914,1789494068.1002326
t,1789494068.126439,1789494068.228573
h,1789494068.260493,1789494068.332362
e,1789494068.3504183,1789494068.4386573
y,1789494068.4577782,1789494068.5317352
Key.space,1789494068.634745,1789494068.695031
w,1789494068.7293496,1789494068.840826
o,1789494068.8091874,1789494068.9030428
r,1789494068.9291165,1789494068.999424
l,1789494069.0595708,1789494069.1354373
d,1789494069.1673658,1789494069.2332714
Key.space,1789494069.282274,1789494069.3288443
m,1789494069.427912,1789494069.490499
a,1789494069.491503,1789494069.5793023
n,1789494069.6058135,1789494069.6760888
y,1789494069.7284398,1789494069.811632
Key.space,1789494069.861963,1789494069.9142084
o,1789494070.018346,1789494070.1058838
l,1789494070.1908183,1789494070.2535434
d,1789494070.3087225,1789494070.407162
Key.space,1789494070.4131649,1789494070.451115
h,1789494070.6088417,1789494070.6572335
a,1789494070.6582396,1789494070.7576334
v,1789494070.7690063,1789494070.862843
e,1789494070.8347743,1789494070.9343674
Key.space,1789494070.9200876,1789494070.9890916
t,1789494071.125855,1789494071.2287877
h,1789494071.2242904,1789494071.3025951
e,1789494071.314401,1789494071.4117222
r,1789494071.3817244,1789494071.4868858
e,1789494071.4868858,1789494071.5285106
Key.space,1789494071.5477855,1789494071.6484413
a,1789494071.7610462,1789494071.8488731
f,1789494071.87667,1789494071.9569862
a,1789494072.6842816,1789494072.766861
i,1789494072.7581816,1789494072.8543944
n,1789494072.8785121,1789494072.948046
s,1789494073.045569,1789494073.154604
t,1789494073.1764765,1789494073.2625341
Key.space,1789494073.295634,1789494073.375627
c,1789494073.5217183,1789494073.5791583
o,1789494073.5791583,1789494073.669418
n,1789494073.7347705,1789494073.796653
s,1789494073.7929683,1789494073.8593838
i,1789494073.901582,1789494073.977253
d,1789494074.0032914,1789494074.1356432
e,1789494074.1169667,1789494074.2617536
r,1789494074.2444785,1789494074.286272
Key.space,1789494074.3244996,1789494074.393781
t,1789494074.440325,1789494074.5100958
i,1789494074.5664618,1789494074.6721125
m,1789494074.7831452,1789494074.8295352
",",1789494074.7831452,1789494074.8310392
e,1789494074.8884656,1789494074.9387739
Key.space,1789494075.2629797,1789494075.3352299
d,1789494075.46536,1789494075.5974863
a,1789494075.7368271,1789494075.8451269
y,1789494075.9399047,1789494076.0502155
Key.space,1789494076.1662233,1789494076.250457
s,1789494076.2641878,1789494076.385542
t,1789494076.3736293,1789494076.4758532
a,1789494076.4768598,1789494076.5652611
n,1789494076.6019168,1789494076.6676555
m,1789494076.6019168,1789494076.6686661
d,1789494077.1485426,1789494077.218905
Key.space,1789494077.3515036,1789494077.43761
b,1789494077.5641255,1789494077.6521099
e,1789494077.826427,1789494077.9419718
Key.space,1789494077.998624,1789494078.082953
f,1789494078.924522,1789494079.0140038
r,1789494079.0942836,1789494079.1721473
o,1789494079.0952947,1789494079.213998
m,1789494079.213998,1789494079.2816494
Key.space,1789494079.3980038,1789494079.4535885
t,1789494079.5006309,1789494079.5848773
a,1789494079.5729804,1789494079.6447175
k,1789494079.6707342,1789494079.740469
e,1789494079.7474864,1789494079.8272953
Key.space,1789494079.8886707,1789494079.9609737
w,1789494079.9621253,1789494080.0876043
e,1789494080.0510561,1789494080.1452432
Key.space,1789494080.1710389,1789494080.2633605
w,1789494080.367628,1789494080.4804573
a,1789494080.4717288,1789494080.5605643
n,1789494080.6799638,1789494080.7507195
t,1789494080.7620726,1789494080.8405986
Key.space,1789494080.9258258,1789494080.9857147
c,1789494081.0782557,1789494081.1111171
a,1789494081.1729753,1789494081.2475002
n,1789494081.231917,1789494081.3210137
Key.space,1789494081.4194334,1789494081.4934719
s,1789494081.4608128,1789494081.5315046
e,1789494081.6158574,1789494081.677567
e,1789494081.7555845,1789494081.822098
m,1789494081.8168929,1789494081.896519
Key.space,1789494081.9920456,1789494082.0443053
j,1789494082.1541417,1789494082.222676
u,1789494082.3030565,1789494082.3920083
s,1789494082.3725727,1789494082.495029
t,1789494082.4735644,1789494082.5613718
Key.space,1789494082.5354984,1789494082.590581
u,1789494082.6817276,1789494082.7474632
i,1789494082.6827629,1789494082.7655425
n,1789494082.7894354,1789494082.8571105
Key.space,1789494083.2000017,1789494083.2601702
a,1789494083.4842381,1789494083.5501292
n,1789494083.5580928,1789494083.620071
o,1789494083.6504238,1789494083.7845116
t,1789494083.7626126,1789494083.8544815
h,1789494083.886255,1789494083.956113
e,1789494083.9344187,1789494084.0714984
r,1789494084.0436223,1789494084.1256495
Key.space,1789494084.1430602,1789494084.2423115
h,1789494084.31773,1789494084.3956556
e,1789494084.3796427,1789494084.4566503
r,1789494084.439297,1789494084.5734634
e,1789494084.5474849,1789494084.6497355
Key.space,1789494084.6273427,1789494084.6929317
p,1789494084.8283317,1789494084.9199395
u,1789494084.9960454,1789494085.066429
b,1789494085.11468,1789494085.1794868
l,1789494085.2753994,1789494085.316708
i,1789494085.4418461,1789494085.4976785
c,1789494085.5265398,1789494085.5976114
o,1789494091.0226638,1789494091.1261568
l,1789494091.3308365,1789494091.4047291
y,1789494091.4808784,1789494091.573312
Key.space,1789494091.6050396,1789494091.6746652
f,1789494091.7047763,1789494091.785793
o,1789494091.7932148,1789494091.8795733
r,1789494091.9108193,1789494091.9717295
m,1789494092.0267267,1789494092.1019754
Key.space,1789494092.2497122,1789494092.3020442
d,1789494092.4164765,1789494092.5142806
o,1789494092.4683437,1789494092.5461104
Key.space,1789494092.623762,1789494092.697744
h,1789494092.8130274,1789494092.883685
i,1789494092.916911,1789494093.019711
g,1789494092.9714677,1789494093.0479844
h,1789494093.0790296,1789494093.1348796
Key.space,1789494093.2588274,1789494093.3190587
a,1789494093.4013982,1789494093.509922
r,1789494093.481856,1789494093.5795636
o,1789494093.5810702,1789494093.6836295
u,1789494093.6968484,1789494093.7627103
n,1789494093.895929,1789494093.9607062
Key.space,1789494094.0677466,1789494094.1242921
d,1789494094.2858257,1789494094.3732598
i,1789494094.9117217,1789494095.0178232
r,1789494095.495904,1789494095.5923018
s,1789494095.795701,1789494095.907337
t,1789494095.9435995,1789494096.0273738
Key.space,1789494096.0452273,1789494096.1252968
l,1789494096.3144155,1789494096.3844914
i,1789494096.5142646,1789494096.5808904
t,1789494096.5604887,1789494096.618148
t,1789494096.6878064,1789494096.7623527
l,1789494096.808384,1789494096.846279
e,1789494096.8695621,1789494096.9586492
Key.space,1789494096.9856484,1789494097.0550592
s,1789494097.0661051,1789494097.1488612
c,1789494097.2125843,1789494097.285498
h,1789494097.2993398,1789494097.3626354
o,1789494097.4207764,1789494097.5045857
o,1789494097.5549219,1789494097.6256607
l,1789494097.705724,1789494097.7668617
Key.space,1789494097.88574,1789494097.9199588
o,1789494098.023878,1789494098.1080372
v,1789494098.0886867,1789494098.1343284
e,1789494098.1090434,1789494098.2797587
r,1789494098.2584774,1789494098.341711
Key.space,1789494098.2782502,1789494098.3444648
w,1789494098.45528,1789494098.5654247
o,1789494098.525358,1789494098.5989742
u,1789494098.7632885,1789494098.8337672
l,1789494099.0378804,1789494099.126164
d,1789494099.420524,1789494099.5035343
Key.space,1789494099.6864753,1789494099.7796652
w,1789494099.9330683,1789494100.0108252
i,1789494099.9694636,1789494100.0660963
r,1789494100.092871,1789494100.159669
t,1789494100.0938826,1789494100.159669
h,1789494100.1252468,1789494100.1954072
Key.space,1789494100.3355107,1789494100.391931
b,1789494100.5225,1789494100.5941083
e,1789494100.6405282,1789494100.7201471
Key.space,1789494100.7738097,1789494100.8622577
f,1789494101.0510528,1789494101.1095552
o,1789494101.122908,1789494101.1976323
r,1789494101.259735,1789494101.327004
Key.space,1789494101.369369,1789494101.4366899
h,1789494101.560816,1789494101.6268835
g,1789494101.7201555,1789494101.7864354
i,1789494101.7026284,1789494101.834267
h,1789494101.8325915,1789494101.8987625
Key.space,1789494102.194194,1789494102.2776582
m,1789494102.767776,1789494102.859392
a,1789494102.8335981,1789494102.935509
y,1789494103.010494,1789494103.0762563
Key.space,1789494103.106,1789494103.1898263
g,1789494103.342585,1789494103.4300914
e,1789494103.4464045,1789494103.5844715
t,1789494103.5447116,1789494103.6191435
Key.space,1789494103.6308005,1789494103.695459
o,1789494103.7810133,1789494103.8813384
w,1789494103.8576267,1789494103.9553578
n,1789494103.9573767,1789494104.018884
Key.space,1789494104.1114352,1789494104.167253
l,1789494104.3026292,1789494104.3846374
a,1789494104.3567715,1789494104.4446464
t,1789494104.4506068,1789494104.552543
e,1789494104.5246391,1789494104.6083648
Key.space,1789494104.611962,1789494104.6779497
c,1789494104.744162,1789494104.7947114
a,1789494104.8187382,1789494104.8788486
l,1789494104.9204316,1789494104.9781394
l,1789494105.037923,1789494105.1288126
Key.space,1789494105.2283,1789494105.2954307
e,1789494105.3015132,1789494105.3936586
n,1789494105.4108493,1789494105.4776485
Key.space,1789494105.5655506,1789494105.6434789
r,1789494106.1695907,1789494106.2358592
u,1789494106.2583418,1789494106.3487337
Key.space,1789494106.550717,1789494106.6415908
b,1789494106.911231,1789494106.9857297
o,1789494107.0806425,1789494107.2331882
t,1789494107.1876032,1789494107.2634258
h,1789494107.299875,1789494107.3563538
Key.space,1789494107.4803138,1789494107.5503354
a,1789494107.5440972,1789494107.6839967
s,1789494107.626491,1789494107.7442112
k,1789494107.7442112,1789494107.8099732
Key.space,1789494107.9239547,1789494107.9864957
f,1789494108.0063403,1789494108.0746205
r,1789494108.170953,1789494108.2316558
o,1789494108.2316558,1789494108.3433423
m,1789494108.3315077,1789494108.4072108
Key.space,1789494108.5126429,1789494108.5789564
a,1789494108.594714,1789494108.7354968
s,1789494108.693338,1789494108.7908258
f,1789494112.7337415,1789494112.802447
o,1789494112.78404,1789494112.9072978
r,1789494112.9072978,1789494112.9663947
Key.space,1789494112.9755633,1789494113.0467894
c,1789494113.0893643,1789494113.1593335
o,1789494113.1132956,1789494113.2430644
n,1789494113.2475696,1789494113.3170452
s,1789494113.2818651,1789494113.3790667
i,1789494113.413378,1789494113.5206952
d,1789494113.4075744,1789494113.5288417
e,1789494113.5377023,1789494113.6605957
r,1789494113.638081,1789494113.6982498
Key.space,1789494113.6780224,1789494113.7481813
s,1789494113.8006322,1789494113.870389
u,1789494113.8744931,1789494113.960714
s,1789494114.004058,1789494114.070107
t,1789494114.0861516,1789494114.224758
e,1789494114.224758,1789494114.2961602
m,1789494114.3333783,1789494114.3889525
Key.space,1789494114.5095387,1789494114.561179
s,1789494114.6319566,1789494114.7429073
u,1789494114.707617,1789494114.7954075
c,1789494114.7654889,1789494114.8371906
h,1789494114.8896372,1789494114.9570124
Key.space,1789494115.0628967,1789494115.140595
f,1789494115.1886554,1789494115.258336
b,1789494115.340286,1789494115.3842518
f,1789494116.0435636,1789494116.0933864
o,1789494116.1128345,1789494116.229713
r,1789494116.2737918,1789494116.4169822
e,1789494116.397617,1789494116.4973266
Key.space,1789494116.5373757,1789494116.6409845
t,1789494116.6923637,1789494116.762743
h,1789494116.7808833,1789494116.8501942
e,1789494116.8809729,1789494116.960528
n,1789494116.9761167,1789494117.0289874
Key.space,1789494117.1063843,1789494117.1381652
p,1789494117.2384908,1789494117.3462484
i,1789494117.444472,1789494117.5013685
s,1789494118.0010521,1789494118.0692806
s,1789494118.215153,1789494118.338602
v,1789494118.4525006,1789494118.5381198
i,1789494118.5161765,1789494118.5988421
l,1789494118.8426058,1789494118.9310036
e,1789494118.926606,1789494119.0145297
Key.space,1789494119.0869386,1789494119.1492023
m,1789494119.25275,1789494119.3177454
u,1789494119.3999412,1789494119.4905546
s,1789494119.4631588,1789494119.5710566
t,1789494119.5473814,1789494119.6275897
Key.space,1789494119.647259,1789494119.7049315
j,1789494119.8127847,1789494119.8810933
u,1789494119.936237,1789494120.0142052
s,1789494120.0110328,1789494120.1310358
t,1789494120.112587,1789494120.167712
Key.space,1789494120.1762407,1789494120.2378159
c,1789494120.364443,1789494120.424388
o,1789494120.4081225,1789494120.5062618
m,1789494120.5223734,1789494120.5961459
e,1789494120.630949,1789494120.7216263
Key.space,1789494120.7093763,1789494120.8203695
t,1789494120.8213763,1789494120.8894086
o,1789494120.8904152,1789494120.9734328
Key.space,1789494121.0626826,1789494121.086756
w,1789494121.0370548,1789494121.137532
i,1789494121.1736596,1789494121.239848
l,1789494121.3583324,1789494121.4155076
l,1789494121.4721217,1789494121.545975
Key.space,1789494121.6667364,1789494121.7357833
f,1789494121.7398121,1789494121.7867236
r,1789494121.877881,1789494121.9546378
o,1789494121.9267154,1789494122.0609534
m,1789494122.032738,1789494122.0980885
Key.space,1789494122.2012446,1789494122.2685733
a,1789494122.4578001,1789494122.5619602
l,1789494122.5619602,1789494122.6254237
l,1789494122.673595,1789494122.7375252
Key.space,1789494122.8527913,1789494122.9173372
g,1789494122.9403737,1789494123.0204127
h,1789494122.9409456,1789494123.0214517
i,1789494123.045053,1789494123.1281736
h,1789494123.210555,1789494123.2764933
Key.space,1789494123.4983063,1789494123.5739093
h,1789494123.7078245,1789494123.7751534
o,1789494123.8126183,1789494123.9669936
u,1789494123.955246,1789494124.0151403
s,1789494123.991068,1789494124.069323
e,1789494124.1592023,1789494124.2350054
Key.space,1789494124.2131693,1789494124.2753859
h,1789494124.3876066,1789494124.4583342
a,1789494124.4399223,1789494124.532001
n,1789494124.5705333,1789494124.6340904
d,1789494124.6791043,1789494124.7555141
Key.space,1789494124.742453,1789494124.7705252
o,1789494125.1693015,1789494125.2494493
f,1789494125.2689095,1789494125.3329391
Key.space,1789494125.3673375,1789494125.4463062
e,1789494125.6512692,1789494125.7772179
y,1789494125.8748596,1789494125.9723577
e,1789494126.0622842,1789494126.1403258
