key_id,press_time,release_time
Key.backspace,1789298049.2085023,1789298049.3061352
u,1789298049.6242335,1789298049.7028499
m,1789298049.8322065,1789298049.9573646
p,1789298049.9520175,1789298050.0599494
y,1789298050.7542324,1789298050.8951447
Key.space,1789298050.9673483,1789298051.1494446
a,1789298051.1112397,1789298051.2793326
s,1789298051.192012,1789298051.3414414
Key.space,1789298051.3219075,1789298051.4511867
n,1789298051.3835948,1789298051.4745653
p,1789298051.6095462,1789298051.6986144
Key.enter,1789298051.8154874,1789298051.9193702
i,1789298052.070886,1789298052.157679
m,1789298052.3122761,1789298052.4392984
p,1789298052.509185,1789298052.5994158
o,1789298052.6955433,1789298052.79401
e,1789298052.7692304,1789298052.8173196
r,1789298052.7653747,1789298052.8229
t,1789298052.9448478,1789298053.1228683
Key.backspace,1789298053.268462,1789298053.3720236
Key.backspace,1789298053.512195,1789298053.6263003
t,1789298054.04716,1789298054.1703987
Key.space,1789298054.1140354,1789298054.2929976
m,1789298054.3251202,1789298054.4385614
a,1789298054.4865084,1789298054.6200523
t,1789298054.6686342,1789298054.8133361
p,1789298054.845499,1789298054.9501367
l,1789298055.035263,1789298055.127462
o,1789298055.2192094,1789298055.306738
t,1789298055.2953832,1789298055.4093554
Key.space,1789298055.4270608,1789298055.4630244
l,1789298055.4675813,1789298055.5554757
Key.backspace,1789298055.7289302,1789298055.845199
Key.backspace,1789298055.9214535,1789298056.0331173
l,1789298056.0992875,1789298056.1754916
i,1789298056.2834392,1789298056.3555
b,1789298056.3635502,1789298056.5006905
Key.ctrl_l,1789298056.9205878,1789298056.9620476
Key.alt_gr,1789298056.9235294,1789298056.9634101
.,1789298057.2019768,1789298057.3105001
p,1789298057.499815,1789298057.5904996
y,1789298057.6864686,1789298057.7345352
p,1789298059.0321805,1789298059.1175385
l,1789298059.235332,1789298059.2993765
o,1789298059.393184,1789298059.475395
y,1789298059.4874356,1789298059.617503
Key.space,1789298059.6080847,1789298059.7469306
a,1789298059.8353283,1789298059.91542
Key.backspace,1789298060.082115,1789298060.1751447
Key.backspace,1789298060.2445376,1789298060.337234
Key.backspace,1789298060.415391,1789298060.533712
t,1789298060.46336,1789298060.5472488
Key.space,1789298060.5276873,1789298060.7062967
a,1789298060.6635332,1789298060.8373818
s,1789298060.7356622,1789298060.913439
Key.space,1789298060.878631,1789298060.9971602
p,1789298060.9388862,1789298061.0274022
l,1789298061.1063159,1789298061.1836782
t,1789298061.1962526,1789298061.2765357
Key.enter,1789298064.4651914,1789298064.5785613
i,1789298068.592295,1789298068.6828394
m,1789298068.6853626,1789298068.8094177
p,1789298068.9232352,1789298069.0131824
o,1789298069.1102371,1789298069.2203925
r,1789298069.2156236,1789298069.3240156
t,1789298069.414101,1789298069.548545
Key.space,1789298070.3539474,1789298070.4945152
s,1789298070.566272,1789298070.696291
e,1789298070.7022789,1789298070.8797727
a,1789298070.8522034,1789298071.0226653
b,1789298071.2373855,1789298071.3551614
o,1789298071.387399,1789298071.469552
r,1789298071.4969275,1789298071.6052294
n,1789298071.6289663,1789298071.7205358
Key.space,1789298071.7154253,1789298071.862741
a,1789298071.8377001,1789298072.0225332
s,1789298071.971314,1789298072.0751102
Key.space,1789298072.031013,1789298072.1884859
s,1789298072.239248,1789298072.374459
n,1789298072.4473956,1789298072.5511286
s,1789298072.5428655,1789298072.657648
Key.enter,1789298073.1261816,1789298073.2462873
i,1789298073.5085204,1789298073.6066284
m,1789298073.7284522,1789298073.8270822
p,1789298073.9497597,1789298074.0479243
o,1789298074.1437805,1789298074.240314
r,1789298074.2201693,1789298074.332157
t,1789298074.4533243,1789298074.5380197
Key.space,1789298074.5344307,1789298074.6778467
t,1789298074.8438466,1789298074.9203794
e,1789298075.0376356,1789298075.1493654
n,1789298075.1704981,1789298075.2591813
s,1789298075.5408425,1789298075.6071625
o,1789298075.815303,1789298075.875319
r,1789298075.9552407,1789298076.0592725
f,1789298076.1893597,1789298076.2873435
l,1789298076.2428539,1789298076.331824
o,1789298076.4190657,1789298076.5109017
e,1789298076.4903386,1789298076.619366
Key.space,1789298076.7193034,1789298076.8827457
Key.backspace,1789298076.9910228,1789298077.0800588
Key.backspace,1789298077.1501112,1789298077.2596211
w,1789298077.1722422,1789298077.2862577
Key.space,1789298077.2519345,1789298077.4398417
a,1789298077.4176652,1789298077.5738652
s,1789298077.5182807,1789298077.6541498
Key.space,1789298077.6137843,1789298077.748134
t,1789298078.0663896,1789298078.1518526
f,1789298078.2940416,1789298078.4303825
Key.space,1789298078.6042771,1789298078.701994
Key.enter,1789298078.7465267,1789298078.841832
f,1789298085.0118272,1789298085.117578
r,1789298085.1984046,1789298085.3419662
o,1789298085.658099,1789298085.7553563
m,1789298085.8782253,1789298085.9564195
Key.space,1789298085.9705584,1789298086.1120982
t,1789298086.0801725,1789298086.164461
e,1789298086.262296,1789298086.3638794
n,1789298086.3481839,1789298086.4261067
s,1789298086.5185354,1789298086.5922816
o,1789298086.6941693,1789298086.7866783
r,1789298086.82878,1789298086.920489
f,1789298087.0783474,1789298087.1883316
l,1789298087.1471767,1789298087.2230167
o,1789298087.3252556,1789298087.4063296
w,1789298087.4018433,1789298087.559263
.,1789298087.6817884,1789298087.8133988
k,1789298088.1572556,1789298088.2553153
e,1789298088.3665261,1789298088.4870994
r,1789298088.5386178,1789298088.672987
a,1789298088.6412241,1789298088.8891702
s,1789298088.9703746,1789298089.0170598
Key.space,1789298088.951789,1789298089.1773086
Key.backspace,1789298089.3841674,1789298089.4960592
Key.backspace,1789298089.5682063,1789298089.6502593
s,1789298089.6818862,1789298089.7929497
Key.space,1789298089.7901394,1789298089.9681213
Key.enter,1789298096.7529655,1789298096.841125
f,1789298097.2252276,1789298097.3230119
r,1789298097.433938,1789298097.566171
o,1789298097.5165756,1789298097.586283
m,1789298097.690284,1789298097.7704773
Key.space,1789298097.7138627,1789298097.8764539
t,1789298097.8418574,1789298097.9381125
e,1789298098.058091,1789298098.1562862
n,1789298098.4126482,1789298098.516322
s,1789298098.8664522,1789298098.9482114
o,1789298099.0322292,1789298099.112484
r,1789298099.1522994,1789298099.2321906
f,1789298099.3728178,1789298099.4752152
l,1789298099.4284434,1789298099.514332
o,1789298099.6393375,1789298099.7590292
e,1789298099.818547,1789298099.9406471
Key.backspace,1789298100.2372377,1789298100.354803
w,1789298100.3272405,1789298100.4475021
Key.space,1789298100.4003334,1789298100.5552902
i,1789298100.7209413,1789298100.799514
m,1789298100.9075282,1789298100.9790652
p,1789298101.1311154,1789298101.2150514
o,1789298101.3004565,1789298101.3984802
r,1789298101.3573291,1789298101.4543169
t,1789298101.5322454,1789298101.6365044
Key.space,1789298101.569545,1789298101.726052
l,1789298101.66842,1789298101.7562675
e,1789298101.7899048,1789298101.9311888
Key.backspace,1789298102.1227539,1789298102.1965263
Key.backspace,1789298102.272177,1789298102.3622146
k,1789298102.4341629,1789298102.5269656
e,1789298102.4902148,1789298102.5836062
r,1789298102.6639931,1789298102.765567
a,1789298102.761889,1789298102.94821
s,1789298102.8942213,1789298103.0261097
i,1789298104.9292598,1789298105.025841
m,1789298105.0163116,1789298105.1253276
p,1789298105.18855,1789298105.2972527
o,1789298105.387464,1789298105.488127
r,1789298105.3703835,1789298105.4904556
t,1789298105.594173,1789298105.6766586
Key.space,1789298105.6621666,1789298105.7904568
Key.caps_lock,1789298105.8685825,1789298105.9296367
s,1789298106.020472,1789298106.1888425
Key.caps_lock,1789298106.1662264,1789298106.3340986
Key.backspace,1789298106.6785502,1789298106.7743201
Key.backspace,1789298106.8520372,1789298106.9519262
Key.backspace,1789298107.0301104,1789298107.123969
Key.backspace,1789298107.2061944,1789298107.2829514
Key.backspace,1789298107.3645902,1789298107.4674017
Key.caps_lock,1789298107.440462,1789298107.5797837
o,1789298107.5970702,1789298107.7126694
r,1789298107.709147,1789298107.826848
Key.backspace,1789298108.0694118,1789298108.159375
Key.backspace,1789298108.2192852,1789298108.3211722
o,1789298108.3973033,1789298108.51514
Key.caps_lock,1789298108.8811429,1789298108.9342847
Key.backspace,1789298108.8410995,1789298108.9408882
o,1789298109.3111732,1789298109.4020195
r,1789298109.4402614,1789298109.5801973
t,1789298109.673161,1789298109.7899952
Key.space,1789298109.8356173,1789298109.9674237
Key.caps_lock,1789298109.988215,1789298110.1681273
s,1789298110.3829162,1789298110.5341353
Key.caps_lock,1789298110.5055337,1789298110.622719
q,1789298110.8362353,1789298110.858271
Key.backspace,1789298111.1660757,1789298111.3064644
q,1789298111.4181967,1789298111.5410025
Key.backspace,1789298111.89522,1789298112.0212004
e,1789298111.9707112,1789298112.097323
q,1789298112.0993173,1789298112.2152624
u,1789298112.4311695,1789298112.5305152
e,1789298112.960651,1789298113.0583153
n,1789298113.3644452,1789298113.4522247
t,1789298113.5045824,1789298113.6063805
i,1789298113.6361055,1789298113.7183437
a,1789298113.7584553,1789298113.8578641
l,1789298113.8906546,1789298113.966476
Key.enter,1789298114.1942785,1789298114.323871
r,1789298125.5131109,1789298125.6522083
Key.backspace,1789298126.1005876,1789298126.2175786
f,1789298126.317976,1789298126.4463615
r,1789298126.5094943,1789298126.6925404
o,1789298127.227389,1789298127.3174725
m,1789298127.4074538,1789298127.4929109
t,1789298127.597016,1789298127.6371474
Key.space,1789298127.5029917,1789298127.6675653
e,1789298127.770493,1789298127.8912106
n,1789298127.9610443,1789298128.0531054
s,1789298128.1691515,1789298128.2898698
o,1789298128.5871706,1789298128.6952674
r,1789298128.7462058,1789298128.855238
f,1789298128.9838586,1789298129.1073701
l,1789298129.0874588,1789298129.175867
o,1789298129.2800107,1789298129.3501422
w,1789298129.3280659,1789298129.4319332
.,1789298129.5581834,1789298129.6865492
l,1789298129.8505316,1789298129.9036493
k,1789298129.8485322,1789298129.9061809
e,1789298129.9101677,1789298130.0003104
Key.backspace,1789298130.1970804,1789298130.276572
Key.backspace,1789298130.3601916,1789298130.438432
e,1789298130.4841905,1789298130.5886235
r,1789298130.636383,1789298130.7350564
a,1789298130.736057,1789298130.931135
s,1789298130.9161692,1789298131.0480604
Key.space,1789298131.0060532,1789298131.1686163
i,1789298132.1040304,1789298132.1773784
m,1789298132.3005083,1789298132.391848
p,1789298132.5270436,1789298132.6453598
o,1789298132.7304125,1789298132.8456757
r,1789298132.8275778,1789298132.8804767
t,1789298133.3664827,1789298133.4819367
Key.space,1789298133.4723613,1789298133.630127
Key.caps_lock,1789298133.6040826,1789298133.7525349
d,1789298133.7306983,1789298133.9021783
Key.caps_lock,1789298133.8682215,1789298134.062207
e,1789298134.058193,1789298134.183053
n,1789298134.204544,1789298134.3105202
s,1789298134.3305454,1789298134.4843895
e,1789298134.4143968,1789298134.5538123
.,1789298134.5420551,1789298134.6303232
Key.backspace,1789298134.9843903,1789298135.0520794
",",1789298135.1530416,1789298135.2488134
Key.space,1789298135.3673816,1789298135.4953737
Key.caps_lock,1789298135.461209,1789298135.5673907
f,1789298135.6151214,1789298135.7795136
Key.caps_lock,1789298135.7906003,1789298135.9513302
l,1789298135.9293797,1789298136.0454526
a,1789298136.0653095,1789298136.2144525
t,1789298136.2493348,1789298136.347399
t,1789298136.4154058,1789298136.5005116
e,1789298136.593305,1789298136.7232475
n,1789298136.749332,1789298136.8239918
Key.enter,1789298137.0305252,1789298137.1183343
Key.shift,1789298136.8271408,1789298137.292193
.,1789298146.7200074,1789298146.8148835
k,1789298146.9657693,1789298147.0634573
Key.backspace,1789298147.2977123,1789298147.4069476
l,1789298147.5209513,1789298147.5988348
;,1789298147.521955,1789298147.6009352
a,1789298147.8819928,1789298148.0104296
Key.backspace,1789298148.1331136,1789298148.189249
Key.backspace,1789298148.2588427,1789298148.3719769
a,1789298148.3829942,1789298148.4897563
y,1789298148.6552625,1789298148.7389147
e,1789298148.7511172,1789298148.869265
r,1789298148.9538066,1789298149.0605812
s,1789298149.0983331,1789298149.178351
Key.enter,1789298149.5022988,1789298149.5899522
Key.shift,1789298149.350372,1789298149.7262342
Key.esc,1789298155.8351052,1789298155.9433815
Key.shift_r,1789298962.99496,1789298963.3093252
Key.caps_lock,1789298963.4270728,1789298963.560023
x,1789298963.6441486,1789298963.817925
Key.caps_lock,1789298963.752651,1789298963.9016392
Key.shift_r,1789298963.8941278,1789298964.2019436
t,1789298964.3236573,1789298964.4099052
r,1789298964.486182,1789298964.6400375
i,1789298964.5935156,1789298964.6875272
a,1789298964.5799716,1789298964.7234907
n,1789298964.7978947,1789298964.8581338
",",1789298965.0989878,1789298965.1260989
Key.ctrl_l,1789298965.0882034,1789298965.1461957
Key.alt_gr,1789298965.0892062,1789298965.1461957
",",1789298965.3561153,1789298965.4392724
Key.backspace,1789298965.9649837,1789298966.0328112
Key.caps_lock,1789298966.4667485,1789298966.566798
Key.caps_lock,1789298966.9000175,1789298967.0327542
y,1789298967.3232443,1789298967.4491756
_,1789298964.1089158,1789298967.6915689
Key.shift_r,1789298967.4671075,1789298967.695098
t,1789298967.8294952,1789298967.9326348
r,1789298968.0160582,1789298968.1861806
i,1789298968.1079662,1789298968.1901708
a,1789298968.1134772,1789298968.230487
n,1789298968.288182,1789298968.3560362
Key.backspace,1789298968.9918706,1789298969.0560153
Key.backspace,1789298969.1498003,1789298969.2359078
Key.backspace,1789298969.2961621,1789298969.3981938
a,1789298969.3761053,1789298969.493316
i,1789298969.5562172,1789298969.6535566
n,1789298969.7878692,1789298969.9151337
Key.right,1789298970.2331147,1789298970.3400269
",",1789298971.074753,1789298971.1531167
(,1789298963.2568705,1789298971.8529882
Key.shift_r,1789298971.4470835,1789298971.8745542
Key.caps_lock,1789298972.342102,1789298972.4816694
x,1789298972.5260887,1789298972.667949
Key.caps_lock,1789298972.6172876,1789298972.755947
_,1789298973.122309,1789298973.223828
Key.shift_r,1789298972.6719472,1789298973.2299638
t,1789298973.3501773,1789298973.437755
e,1789298973.5642703,1789298973.6955829
s,1789298973.6263072,1789298973.776196
t,1789298973.8100417,1789298973.9161406
",",1789298973.9056213,1789298974.016216
Key.shift_r,1789298975.1189225,1789298975.4108398
t,1789298975.596978,1789298975.6631818
t,1789298975.6703942,1789298975.7500722
e,1789298975.8559616,1789298975.9971974
s,1789298975.9170222,1789298976.0632029
Key.backspace,1789298976.7516031,1789298976.8381076
Key.backspace,1789298976.925962,1789298977.012944
Key.backspace,1789298977.0620856,1789298977.146109
e,1789298977.1159337,1789298977.241942
s,1789298977.1647437,1789298977.300102
t,1789298977.3779938,1789298977.4959388
Key.right,1789298978.003826,1789298978.1019485
Key.space,1789298978.4215875,1789298978.5368245
=,1789298978.6693132,1789298978.7470226
Key.space,1789298978.7751985,1789298978.8790767
k,1789298993.1379786,1789298993.2460334
e,1789298993.233816,1789298993.33593
r,1789298993.4121048,1789298993.5339415
a,1789298993.4937067,1789298993.6515765
",",1789298993.6337373,1789298993.7380455
Key.backspace,1789298993.9479077,1789298994.037936
s,1789298994.1578412,1789298994.251618
.,1789298994.3817403,1789298994.4639704
d,1789298994.5958748,1789298994.686199
e,1789298994.8239906,1789298994.9316633
Key.backspace,1789298995.2301755,1789298995.3303611
Key.tab,1789298995.570172,1789298995.645269
Key.backspace,1789298995.9026012,1789298996.0309584
Key.backspace,1789298996.0811396,1789298996.5327964
d,1789298997.2319684,1789298997.3382633
a,1789298997.38599,1789298997.4736001
t,1789298997.482211,1789298997.6358714
a,1789298997.6100512,1789298997.7660658
s,1789298997.857638,1789298997.9829874
e,1789298997.9899912,1789298998.1162708
t,1789298998.2038145,1789298998.3279905
s,1789298998.3320246,1789298998.4671648
.,1789298998.4939067,1789298998.6002095
Key.caps_lock,1789298998.9839923,1789298999.1082995
m,1789298999.0848362,1789298999.1580746
Key.caps_lock,1789298999.1841595,1789298999.3453197
Key.tab,1789299000.0182953,1789299000.129853
.,1789299000.8900445,1789299000.9652925
l,1789299001.1437154,1789299001.223307
Key.tab,1789299001.887886,1789299002.011875
(,1789299006.4314823,1789299006.4983175
),1789299006.7488241,1789299006.8550482
Key.shift_r,1789299005.8518996,1789299006.8761632
Key.enter,1789299010.897782,1789299010.9772654
Key.shift,1789299010.2482047,1789299011.229794
Key.caps_lock,1789299022.1929975,1789299022.3172147
x,1789299022.30719,1789299022.4620898
Key.caps_lock,1789299022.4158213,1789299022.5620232
_,1789298975.3334894,1789299024.6677434
Key.shift_r,1789299024.3950984,1789299024.6834073
t,1789299024.7866893,1789299024.8958902
r,1789299025.0774474,1789299025.2151012
a,1789299025.1987205,1789299025.337136
i,1789299025.3487613,1789299025.4528017
n,1789299025.5659645,1789299025.6373181
.,1789299025.8170722,1789299025.9058878
s,1789299026.1390994,1789299026.2486556
h,1789299026.282565,1789299026.3279445
a,1789299026.39046,1789299026.4817917
p,1789299026.573817,1789299026.6699986
e,1789299026.7495582,1789299026.8843267
Key.enter,1789299027.1288183,1789299027.2599247
Key.shift_r,1789299027.2781415,1789299027.427816
(,1789299028.4747553,1789299028.6025953
),1789299028.7190883,1789299028.8101122
Key.shift_r,1789299028.2501934,1789299028.8568444
Key.enter,1789299029.0691183,1789299029.1337354
Key.shift,1789299028.916437,1789299029.3454804
Key.backspace,1789299031.3833613,1789299031.4557416
Key.backspace,1789299031.5381339,1789299031.6320791
Key.enter,1789299031.8163013,1789299031.870136
Key.shift,1789299031.6536446,1789299032.0236173
Key.space,1789299032.9739957,1789299033.1207838
Key.shift,1789299033.3387365,1789299033.6468494
Key.space,1789299033.6659157,1789299033.804737
6,1789299034.8816333,1789299034.9904804
0,1789299035.0277581,1789299035.0979927
0,1789299035.1896262,1789299035.2526376
0,1789299035.3559268,1789299035.4225707
0,1789299035.5538538,1789299035.6132214
Key.space,1789299035.6899056,1789299035.817987
n,1789299036.5638208,1789299036.621786
u,1789299036.7631004,1789299036.8416276
m,1789299036.9669774,1789299037.0700812
n,1789299037.1835835,1789299037.2457743
e,1789299037.2673204,1789299037.3169413
r,1789299037.4189003,1789299037.5652113
s,1789299037.5329785,1789299037.6570492
Key.backspace,1789299037.8631444,1789299037.9568594
Key.backspace,1789299038.030688,1789299038.1168315
Key.backspace,1789299038.2002428,1789299038.2830226
Key.backspace,1789299038.5934966,1789299038.6489332
b,1789299038.859922,1789299038.9297028
e,1789299038.9395614,1789299039.045848
r,1789299039.1915326,1789299039.301618
s,1789299039.2732563,1789299039.4122036
Key.space,1789299039.4122036,1789299039.5716982
e,1789299039.5316563,1789299039.6621668
a,1789299039.627844,1789299039.73056
c,1789299039.7775111,1789299039.8797965
h,1789299039.8818133,1789299039.9579654
Key.space,1789299040.0059516,1789299040.1381097
o,1789299040.2758582,1789299040.3359993
c,1789299040.2458773,1789299040.3860261
m,1789299040.5122437,1789299040.5899913
t,1789299040.8608494,1789299041.0015619
a,1789299041.0375693,1789299041.1573496
Key.backspace,1789299041.2887673,1789299041.3764107
Key.backspace,1789299041.4689274,1789299041.5425088
Key.backspace,1789299041.6225307,1789299041.6990225
n,1789299041.8247721,1789299041.9058886
t,1789299041.9015021,1789299042.0425391
a,1789299041.9874027,1789299042.1197243
i,1789299042.085006,1789299042.1449971
m,1789299042.260781,1789299042.3292255
Key.backspace,1789299042.785906,1789299042.8718464
n,1789299043.0328615,1789299043.1057866
i,1789299043.2557597,1789299043.3100584
n,1789299043.4233983,1789299043.493488
g,1789299043.4859848,1789299043.5904565
Key.space,1789299043.583477,1789299043.7061045
2,1789299044.0415196,1789299044.0959105
8,1789299046.199085,1789299046.2525418
x,1789299046.3567657,1789299046.4702258
8,1789299046.6950076,1789299046.7680433
Key.backspace,1789299047.2157803,1789299047.3416963
2,1789299047.3160992,1789299047.3821602
8,1789299047.4717824,1789299047.541643
Key.space,1789299047.7098076,1789299047.8395333
m,1789299049.0071614,1789299049.0990777
a,1789299049.0785785,1789299049.1854541
t,1789299049.2851741,1789299049.3891742
r,1789299049.5067902,1789299049.5724628
e,1789299049.4947903,1789299049.5738344
i,1789299049.6248267,1789299049.6827824
Key.backspace,1789299049.8891265,1789299049.9852657
Key.backspace,1789299050.0686326,1789299050.1580696
Key.backspace,1789299050.2533655,1789299050.3270545
Key.backspace,1789299050.4231274,1789299050.495198
Key.backspace,1789299050.5925634,1789299050.6771069
Key.backspace,1789299050.8404071,1789299050.9726431
g,1789299050.9658337,1789299051.0658207
r,1789299051.2557635,1789299051.3801239
i,1789299051.520252,1789299051.618243
d,1789299051.7481284,1789299051.8401089
Key.space,1789299053.0408144,1789299053.1647575
w,1789299053.1700087,1789299053.308822
i,1789299053.2900894,1789299053.3885007
t,1789299053.4540977,1789299053.5567286
Key.backspace,1789299053.8700602,1789299053.930751
Key.backspace,1789299054.033017,1789299054.1236641
Key.backspace,1789299054.214931,1789299054.2825296
Key.backspace,1789299054.3869383,1789299054.4369488
Key.enter,1789299054.7851307,1789299054.8670459
Key.enter,1789299055.41796,1789299055.5060902
Key.shift,1789299055.5337298,1789299055.8430939
Key.space,1789299055.8338203,1789299055.9481862
t,1789299056.0835977,1789299056.203584
h,1789299056.1859558,1789299056.2661226
i,1789299056.396045,1789299056.4935598
s,1789299056.4765084,1789299056.5717287
Key.space,1789299056.5561728,1789299056.683612
i,1789299056.7096531,1789299056.7803447
s,1789299056.7679703,1789299056.8800287
Key.space,1789299056.8657782,1789299057.0162299
a,1789299057.0081959,1789299057.1437738
Key.space,1789299057.1499236,1789299057.2855132
3,1789299057.6925852,1789299057.7989185
d,1789299058.1007733,1789299058.164714
Key.space,1789299058.5671794,1789299058.6762965
n,1789299059.4281108,1789299059.5038118
u,1789299059.6160645,1789299059.6860836
m,1789299059.7980666,1789299059.8623178
p,1789299060.0015543,1789299060.0824704
y,1789298975.0291238,1789299060.2138736
Key.space,1789299060.1440437,1789299060.333759
a,1789299060.326172,1789299060.47533
r,1789299060.5161645,1789299060.5978036
r,1789299060.7015977,1789299060.7681649
a,1789299060.9189696,1789299061.0099173
y,1789299061.0481374,1789299061.0956988
Key.space,1789299061.1717408,1789299061.291554
i,1789299061.805079,1789299061.8609357
n,1789299061.9849691,1789299062.0457249
Key.space,1789299062.0457249,1789299062.2051256
w,1789299062.2967799,1789299062.427425
h,1789299062.3977737,1789299062.457109
i,1789299062.564983,1789299062.6349769
c,1789299062.6470478,1789299062.7607071
h,1789299062.7908788,1789299062.8491077
Key.space,1789299062.8631356,1789299062.992539
e,1789299063.285287,1789299063.3846843
a,1789299063.405882,1789299063.509994
c,1789299063.5260832,1789299063.6280465
h,1789299063.5979688,1789299063.669756
Key.space,1789299063.7402499,1789299063.8799381
6,1789299064.3980148,1789299064.483812
0,1789299064.483812,1789299064.5559502
0,1789299064.647321,1789299064.707718
0,1789299064.8202443,1789299064.8717158
0,1789299065.171808,1789299065.208145
Key.space,1789299065.2675688,1789299065.3932133
n,1789299065.5600333,1789299065.644964
y,1789299065.6368115,1789299065.712239
m,1789299065.8833325,1789299065.9670477
n,1789299066.0805812,1789299066.1059566
b,1789299066.0751605,1789299066.1199825
e,1789299066.102955,1789299066.2126708
Key.backspace,1789299066.4089005,1789299066.4140391
=,1789299066.3891923,1789299066.436759
Key.backspace,1789299066.5468686,1789299066.6215508
Key.backspace,1789299066.6972306,1789299066.7751296
Key.backspace,1789299066.8537128,1789299066.9226508
Key.backspace,1789299067.0189483,1789299067.101614
Key.backspace,1789299067.2470648,1789299067.3102071
y,1789299067.7360864,1789299067.7902272
Key.backspace,1789299068.0516803,1789299068.1577559
u,1789299068.271648,1789299068.3418777
m,1789299068.4699144,1789299068.5451918
b,1789299068.6600614,1789299068.7285495
e,1789299068.72386,1789299068.8058243
r,1789299068.8787687,1789299068.996014
s,1789299068.9758806,1789299069.0762002
Key.space,1789299069.0839174,1789299069.193171
h,1789299069.1941717,1789299069.2678277
a,1789299069.30572,1789299069.3981936
v,1789299069.4105024,1789299069.4834268
e,1789299069.5182822,1789299069.5968184
Key.space,1789299069.579179,1789299069.690872
2,1789299071.2825556,1789299071.397207
8,1789299072.177353,1789299072.2335005
Key.space,1789299072.2631261,1789299072.4001985
w,1789299072.3915792,1789299072.447866
Key.backspace,1789299072.6600692,1789299072.7517033
r,1789299072.7527072,1789299072.8581738
o,1789299072.8767638,1789299072.9633143
w,1789299073.0102487,1789299073.0960464
s,1789299073.253539,1789299073.329298
Key.space,1789299073.3217745,1789299073.4397535
a,1789299073.4417706,1789299073.5277631
n,1789299073.513229,1789299073.5879335
d,1789299073.6181154,1789299073.705867
Key.space,1789299073.681818,1789299073.8325293
2,1789299073.9149802,1789299074.0428743
8,1789299074.5400434,1789299074.6031494
Key.space,1789299074.61485,1789299074.7388694
c,1789299074.7096834,1789299074.8247926
o,1789299074.8924894,1789299074.9577377
l,1789299075.0409482,1789299075.115102
s,1789299075.242649,1789299075.3228762
Key.enter,1789299075.8937461,1789299075.969702
Key.shift,1789299075.706957,1789299076.3478389
y,1789299085.8700044,1789299086.0098596
_,1789299086.3630843,1789299086.464828
Key.shift_r,1789299086.0481772,1789299086.4708347
t,1789299086.8132617,1789299086.8951557
r,1789299087.0131164,1789299087.1550958
a,1789299087.119071,1789299087.2449307
i,1789299087.2706594,1789299087.3790045
n,1789299087.4988563,1789299087.5535848
.,1789299088.0631278,1789299088.1202018
s,1789299089.3361247,1789299089.4433591
h,1789299089.4980853,1789299089.570134
a,1789299089.6019814,1789299089.6862617
p,1789299089.7749386,1789299089.8594217
e,1789299089.983652,1789299090.0670617
Key.shift,1789299090.249902,1789299090.4900045
Key.enter,1789299090.7607286,1789299090.8187742
Key.shift,1789299090.581479,1789299091.0127559
=,1789299096.402661,1789299096.4914718
Key.backspace,1789299096.6380832,1789299096.7178452
Key.backspace,1789299096.7801013,1789299096.8814254
Key.backspace,1789299096.9453773,1789299097.0259714
Key.backspace,1789299097.1035385,1789299097.1901906
Key.backspace,1789299097.2616851,1789299097.3541918
Key.backspace,1789299097.416219,1789299097.5236053
Key.backspace,1789299097.743453,1789299097.81043
Key.shift_r,1789299098.0001714,1789299098.0458615
Key.up,1789299097.981577,1789299098.050373
Key.enter,1789299098.556043,1789299098.6325438
Key.shift,1789299098.4101872,1789299098.787026
Key.space,1789299099.9870856,1789299100.1068242
Key.shift,1789299100.1068242,1789299100.5525935
Key.space,1789299100.5270126,1789299100.6766825
t,1789299100.8160982,1789299100.9366617
h,1789299100.886047,1789299100.9506736
i,1789299101.0559587,1789299101.140195
s,1789299101.1236713,1789299101.2224789
Key.space,1789299101.1979413,1789299101.3440056
c,1789299101.3137798,1789299101.4235933
o,1789299101.3701096,1789299101.450189
n,1789299101.5600667,1789299101.6402476
t,1789299101.6619778,1789299101.800162
a,1789299101.8081608,1789299101.935797
i,1789299101.9139347,1789299101.9774592
n,1789299102.0760758,1789299102.1460662
s,1789299102.151563,1789299102.2296402
Key.space,1789299102.2857256,1789299102.3979914
t,1789299102.6327126,1789299102.711501
h,1789299102.7200701,1789299102.7808387
e,1789299102.8427873,1789299102.9450436
Key.space,1789299102.9350233,1789299103.0529547
t,1789299103.6751,1789299103.778951
a,1789299103.8669903,1789299103.939266
r,1789299103.90501,1789299104.052437
g,1789299104.127296,1789299104.1915824
e,1789299104.1551406,1789299104.2485442
t,1789299104.3550231,1789299104.4251947
Key.space,1789299104.4703534,1789299104.6152704
c,1789299104.6070828,1789299104.7130377
o,1789299104.7170372,1789299104.7736106
l,1789299104.891462,1789299104.9516423
u,1789299105.1631918,1789299105.2383065
m,1789299105.4034584,1789299105.4836817
n,1789299105.607837,1789299105.6621766
s,1789299105.6661916,1789299105.7698245
Key.space,1789299105.7428029,1789299105.8848674
w,1789299105.898069,1789299106.0199964
h,1789299106.0039775,1789299106.0641336
e,1789299106.0876713,1789299106.191755
r,1789299106.2576888,1789299106.3459048
e,1789299106.4180071,1789299106.5679631
Key.space,1789299106.4938343,1789299106.6440907
n,1789299107.2819548,1789299107.3849118
y,1789299107.3894105,1789299107.430333
Key.backspace,1789299107.7954543,1789299107.858959
